sensor_ID	000666015735
Accel_X	Accel_Y	Accel_Z	Roll	Pitch	Yaw	Mag_X	Mag_Y	Mag_Z	Count	SysTime
0.146484	-0.205078	0.750000	-0.853063	-0.721823	-0.403096	-0.210938	0.363281	0.375000	0	17_11_16_5381000
0.146484	-0.199219	0.738281	-0.843689	-0.712448	-0.403096	-0.187500	0.351563	0.457031	1	17_11_16_5542290
0.143555	-0.210938	0.755859	-0.853063	-0.721823	-0.412470	-0.187500	0.375000	0.480469	2	17_11_16_5703580
0.146484	-0.208008	0.755859	-0.853063	-0.731197	-0.403096	-0.152344	0.386719	0.503906	3	17_11_16_5864870
0.146484	-0.202148	0.750000	-0.853063	-0.721823	-0.403096	-0.187500	0.351563	0.492188	4	17_11_16_6026160
0.137695	-0.208008	0.755859	-0.853063	-0.721823	-0.403096	-0.187500	0.328125	0.433594	5	17_11_16_6187450
0.134766	-0.205078	0.747070	-0.843689	-0.731197	-0.403096	-0.187500	0.351563	0.386719	6	17_11_16_6348740
0.137695	-0.210938	0.750000	-0.843689	-0.731197	-0.403096	-0.152344	0.375000	0.457031	7	17_11_16_6510030
0.140625	-0.210938	0.747070	-0.853063	-0.731197	-0.403096	-0.164063	0.375000	0.539063	8	17_11_16_6671320
0.140625	-0.202148	0.747070	-0.862437	-0.731197	-0.403096	-0.152344	0.562500	0.480469	9	17_11_16_6832610
0.140625	-0.210938	0.758789	-0.853063	-0.731197	-0.412470	-0.175781	0.363281	0.363281	10	17_11_16_6993900
0.140625	-0.199219	0.750000	-0.853063	-0.731197	-0.403096	-0.210938	0.339844	0.398438	11	17_11_16_7155190
0.137695	-0.208008	0.741211	-0.853063	-0.731197	-0.412470	-0.105469	0.480469	0.445313	12	17_11_16_7316480
0.134766	-0.208008	0.750000	-0.853063	-0.731197	-0.412470	-0.187500	0.375000	0.433594	13	17_11_16_7477770
0.143555	-0.213867	0.761719	-0.843689	-0.731197	-0.412470	-0.187500	0.363281	0.421875	14	17_11_16_7639060
0.152344	-0.205078	0.747070	-0.853063	-0.721823	-0.403096	-0.175781	0.339844	0.445313	15	17_11_16_7800350
0.140625	-0.208008	0.750000	-0.853063	-0.731197	-0.403096	-0.187500	0.328125	0.480469	16	17_11_16_7961640
0.137695	-0.208008	0.758789	-0.862437	-0.731197	-0.412470	0.011719	0.726563	0.433594	17	17_11_16_8122930
0.134766	-0.210938	0.750000	-0.843689	-0.731197	-0.412470	-0.222656	0.375000	0.375000	18	17_11_16_8284220
0.146484	-0.208008	0.761719	-0.853063	-0.731197	-0.403096	-0.187500	0.375000	0.363281	19	17_11_16_8445510
0.143555	-0.208008	0.741211	-0.853063	-0.731197	-0.403096	-0.187500	0.375000	0.410156	20	17_11_16_8606800
0.146484	-0.219727	0.747070	-0.843689	-0.731197	-0.412470	-0.187500	0.339844	0.457031	21	17_11_16_8768090
0.140625	-0.202148	0.752930	-0.843689	-0.721823	-0.403096	-0.210938	0.339844	0.457031	22	17_11_16_8929380
0.149414	-0.208008	0.747070	-0.853063	-0.721823	-0.403096	-0.187500	0.351563	0.433594	23	17_11_16_9090670
0.131836	-0.208008	0.752930	-0.843689	-0.721823	-0.403096	-0.210938	0.375000	0.421875	24	17_11_16_9251960
0.146484	-0.208008	0.750000	-0.843689	-0.731197	-0.403096	-0.046875	0.562500	0.457031	25	17_11_16_9413250
0.146484	-0.210938	0.750000	-0.853063	-0.731197	-0.403096	-0.175781	0.375000	0.410156	26	17_11_16_9574540
0.137695	-0.199219	0.741211	-0.843689	-0.721823	-0.403096	-0.187500	0.375000	0.421875	27	17_11_16_9735830
0.140625	-0.205078	0.758789	-0.853063	-0.731197	-0.403096	-0.164063	0.410156	0.492188	28	17_11_16_9897120
0.146484	-0.213867	0.752930	-0.843689	-0.731197	-0.403096	-0.152344	0.363281	0.503906	29	17_11_17_0058410
0.149414	-0.216797	0.752930	-0.843689	-0.721823	-0.412470	-0.187500	0.304688	0.457031	30	17_11_17_0219700
0.125977	-0.210938	0.752930	-0.862437	-0.721823	-0.403096	-0.128906	0.398438	0.421875	31	17_11_17_0380990
0.143555	-0.210938	0.752930	-0.853063	-0.731197	-0.403096	-0.128906	0.433594	0.457031	32	17_11_17_0542280
0.131836	-0.216797	0.744141	-0.843689	-0.731197	-0.403096	-0.187500	0.375000	0.480469	33	17_11_17_0703570
0.131836	-0.205078	0.752930	-0.853063	-0.721823	-0.412470	-0.187500	0.375000	0.445313	34	17_11_17_0864860
0.149414	-0.210938	0.752930	-0.843689	-0.731197	-0.403096	-0.187500	0.375000	0.421875	35	17_11_17_1026150
0.143555	-0.205078	0.741211	-0.853063	-0.731197	-0.403096	-0.199219	0.375000	0.480469	36	17_11_17_1187440
