sensor_ID	000666015711
Accel_X	Accel_Y	Accel_Z	Roll	Pitch	Yaw	Mag_X	Mag_Y	Mag_Z	Count	SysTime
0.073242	-0.205078	0.711914	-0.778068	-0.318727	-0.478090	-0.351563	-0.046875	-0.164063	0	16_30_31_3438700
0.076172	-0.216797	0.694336	-0.778068	-0.318727	-0.478090	-0.351563	-0.058594	-0.105469	1	16_30_31_3599990
0.079102	-0.228516	0.700195	-0.787443	-0.318727	-0.459342	-0.351563	-0.070313	-0.093750	2	16_30_31_3761280
0.084961	-0.208008	0.711914	-0.778068	-0.318727	-0.459342	-0.351563	-0.105469	-0.093750	3	16_30_31_3922570
0.070313	-0.205078	0.691406	-0.778068	-0.318727	-0.459342	-0.351563	-0.117188	-0.082031	4	16_30_31_4083860
0.067383	-0.210938	0.694336	-0.778068	-0.309353	-0.459342	-0.351563	-0.117188	-0.058594	5	16_30_31_4245150
0.064453	-0.216797	0.703125	-0.778068	-0.309353	-0.459342	-0.351563	-0.093750	-0.011719	6	16_30_31_4406440
0.070313	-0.210938	0.694336	-0.768694	-0.299978	-0.459342	-0.339844	-0.082031	-0.035156	7	16_30_31_4567730
0.064453	-0.219727	0.685547	-0.778068	-0.299978	-0.449967	-0.351563	-0.093750	-0.035156	8	16_30_31_4729020
0.058594	-0.222656	0.697266	-0.768694	-0.299978	-0.449967	-0.351563	-0.082031	-0.058594	9	16_30_31_4890310
0.067383	-0.210938	0.700195	-0.778068	-0.299978	-0.440593	-0.351563	-0.117188	-0.117188	10	16_30_31_5051600
0.052734	-0.219727	0.694336	-0.768694	-0.299978	-0.440593	-0.351563	-0.070313	-0.140625	11	16_30_31_5212890
0.046875	-0.222656	0.691406	-0.778068	-0.299978	-0.440593	-0.351563	-0.058594	-0.117188	12	16_30_31_5374180
0.061523	-0.222656	0.691406	-0.768694	-0.299978	-0.449967	-0.351563	-0.070313	-0.093750	13	16_30_31_5535470
0.041016	-0.225586	0.688477	-0.768694	-0.299978	-0.449967	-0.351563	-0.105469	-0.093750	14	16_30_31_5696760
0.026367	-0.205078	0.688477	-0.759320	-0.299978	-0.459342	-0.363281	-0.082031	-0.082031	15	16_30_31_5858050
0.026367	-0.208008	0.682617	-0.768694	-0.299978	-0.459342	-0.234375	0.023438	-0.011719	16	16_30_31_6019340
0.035156	-0.222656	0.682617	-0.768694	-0.299978	-0.468716	-0.351563	-0.058594	-0.070313	17	16_30_31_6180630
0.023438	-0.231445	0.694336	-0.768694	-0.299978	-0.478090	-0.351563	-0.082031	-0.046875	18	16_30_31_6341920
0.023438	-0.216797	0.685547	-0.759320	-0.299978	-0.487465	-0.363281	-0.128906	-0.070313	19	16_30_31_6503210
0.043945	-0.222656	0.682617	-0.759320	-0.309353	-0.496839	-0.351563	-0.082031	-0.082031	20	16_30_31_6664500
0.052734	-0.219727	0.700195	-0.768694	-0.299978	-0.496839	-0.363281	-0.070313	-0.046875	21	16_30_31_6825790
0.046875	-0.219727	0.694336	-0.759320	-0.299978	-0.496839	-0.339844	-0.117188	-0.070313	22	16_30_31_6987080
0.035156	-0.222656	0.691406	-0.759320	-0.299978	-0.487465	-0.351563	-0.117188	-0.105469	23	16_30_31_7148370
0.032227	-0.213867	0.703125	-0.759320	-0.299978	-0.478090	-0.351563	-0.058594	-0.093750	24	16_30_31_7309660
0.026367	-0.225586	0.691406	-0.759320	-0.299978	-0.478090	-0.351563	-0.046875	-0.046875	25	16_30_31_7470950
0.002930	-0.240234	0.682617	-0.768694	-0.309353	-0.478090	-0.351563	-0.070313	-0.070313	26	16_30_31_7632240
0.008789	-0.231445	0.676758	-0.759320	-0.318727	-0.487465	-0.257813	-0.046875	-0.023438	27	16_30_31_7793530
0.005859	-0.231445	0.665039	-0.759320	-0.328101	-0.487465	-0.363281	-0.082031	-0.082031	28	16_30_31_7954820
0.017578	-0.216797	0.679688	-0.768694	-0.328101	-0.496839	-0.316406	-0.082031	-0.035156	29	16_30_31_8116110
0.020508	-0.222656	0.676758	-0.768694	-0.318727	-0.506213	-0.304688	-0.082031	0.000000	30	16_30_31_8277400
0.008789	-0.234375	0.673828	-0.759320	-0.318727	-0.506213	-0.351563	-0.105469	-0.023438	31	16_30_31_8438690
